Age,Gender,Education Level,Department,Job Title,Years of Experience,Location,Salary
48.0,Female,Bachelor's,Finance,Financial Analyst,17.0,Remote,70184.53
48.0,Male,Master's,Finance,Financial Analyst,13.0,Metro City,109450.1
21.0,Male,PhD,Operations,Operations Analyst,0.0,Remote,62280.73
40.0,Female,Bachelor's,HR,HR Manager,11.0,Remote,65439.42
22.0,Female,Bachelor's,Sales,Sales Manager,2.0,Tier-2 City,49354.37
33.0,Female,Master's,HR,HR Manager,8.0,Metro City,78264.26
25.0,Male,Bachelor's,Marketing,Marketing Executive,0.0,Metro City,39442.01
36.0,Female,Bachelor's,Marketing,SEO Specialist,9.0,Metro City,68243.52
34.0,Female,PhD,Operations,Logistics Coordinator,5.0,Metro City,86524.4
35.0,Female,PhD,HR,HR Executive,8.0,Metro City,95638.59
35.0,Male,Master's,IT,IT Support,3.0,Tier-2 City,65559.25
31.0,Female,High School,IT,Data Analyst,7.0,Tier-2 City,38632.13
40.0,Male,Bachelor's,Sales,Sales Executive,13.0,Tier-2 City,55571.53
31.0,Male,Bachelor's,IT,DevOps Engineer,11.0,Tier-2 City,71279.5
31.0,Male,Master's,IT,IT Support,6.0,Remote,83282.18
38.0,Female,High School,Sales,Sales Manager,12.0,Metro City,57436.47
21.0,Male,High School,IT,Data Analyst,0.0,Remote,31753.19
38.0,Male,Bachelor's,Finance,Finance Manager,7.0,Tier-2 City,73491.6
55.0,Female,Bachelor's,HR,Recruiter,13.0,Tier-2 City,55220.96
28.0,Male,Bachelor's,Finance,Accountant,5.0,Remote,52527.32
26.0,Female,Bachelor's,IT,DevOps Engineer,3.0,Tier-2 City,54488.76
43.0,Male,Bachelor's,Sales,Sales Manager,14.0,Tier-2 City,72000.71
43.0,Male,PhD,Sales,Sales Manager,4.0,Metro City,99482.74
38.0,Female,Bachelor's,IT,Data Analyst,14.0,Tier-2 City,73237.2
21.0,Female,Bachelor's,HR,HR Manager,1.0,Metro City,53971.74
40.0,Female,PhD,HR,Recruiter,12.0,Tier-2 City,80014.18
27.0,Male,High School,IT,Data Analyst,7.0,Tier-2 City,43246.17
26.0,Female,Bachelor's,IT,IT Support,0.0,Metro City,56391.51
32.0,Female,Master's,Sales,Account Manager,3.0,Remote,69599.8
21.0,Male,Master's,Sales,Sales Manager,1.0,Tier-2 City,58301.42
39.0,Female,Master's,Operations,Logistics Coordinator,17.0,Metro City,96444.65
46.0,Female,Bachelor's,HR,HR Executive,18.0,Metro City,72668.82
28.0,Male,Bachelor's,HR,HR Manager,0.0,Tier-2 City,40147.36
42.0,Male,Bachelor's,HR,HR Executive,13.0,Metro City,61661.35
24.0,Female,Bachelor's,Finance,Financial Analyst,0.0,Metro City,54339.03
45.0,Male,Master's,HR,HR Executive,14.0,Tier-2 City,64641.13
43.0,Male,Master's,Finance,Finance Manager,11.0,Tier-2 City,85354.35
31.0,Female,Master's,Operations,Operations Manager,3.0,Tier-2 City,65267.39
37.0,Female,Master's,HR,Recruiter,12.0,Metro City,75826.04
41.0,Male,Bachelor's,Operations,Operations Manager,15.0,Remote,72307.44
35.0,Male,Bachelor's,HR,Recruiter,7.0,Metro City,52752.16
44.0,Female,High School,Marketing,Marketing Manager,11.0,Tier-2 City,50204.68
36.0,Female,Master's,Sales,Sales Manager,3.0,Metro City,70710.94
29.0,Female,Bachelor's,HR,Recruiter,9.0,Tier-2 City,49413.05
31.0,Male,Master's,Operations,Operations Manager,4.0,Metro City,77917.21
37.0,Male,High School,IT,DevOps Engineer,12.0,Tier-2 City,44916.36
26.0,Male,Bachelor's,Operations,Logistics Coordinator,3.0,Tier-2 City,41423.25
50.0,Male,Master's,Marketing,SEO Specialist,17.0,Tier-2 City,88633.06
35.0,Male,Bachelor's,Marketing,Marketing Manager,5.0,Metro City,69978.39
29.0,Male,Bachelor's,HR,Recruiter,1.0,Remote,30226.37
35.0,Male,Master's,HR,HR Executive,7.0,Remote,61755.97
34.0,Male,Master's,Operations,Operations Analyst,2.0,Metro City,63915.12
28.0,Male,Master's,Marketing,SEO Specialist,1.0,Tier-2 City,53265.08
23.0,Male,PhD,HR,HR Manager,0.0,Tier-2 City,67384.79
26.0,Male,PhD,Finance,Financial Analyst,6.0,Metro City,107324.28
32.0,Male,Master's,HR,HR Manager,2.0,Tier-2 City,55746.76
38.0,Female,Bachelor's,Operations,Operations Manager,9.0,Metro City,76676.96
26.0,Male,PhD,HR,Recruiter,6.0,Metro City,80355.4
35.0,Female,Master's,Marketing,SEO Specialist,8.0,Metro City,79588.9
28.0,Male,Bachelor's,Sales,Sales Executive,0.0,Metro City,38725.28
33.0,Female,PhD,Operations,Operations Manager,10.0,Tier-2 City,98071.85
31.0,Female,Bachelor's,IT,IT Support,5.0,Metro City,70588.0
32.0,Male,Master's,Sales,Sales Executive,4.0,Metro City,71054.98
26.0,Female,Bachelor's,Marketing,SEO Specialist,1.0,Tier-2 City,38473.08
38.0,Male,Master's,Operations,Operations Manager,5.0,Tier-2 City,68521.28
23.0,Female,Master's,Marketing,Marketing Manager,0.0,Metro City,70405.73
33.0,Female,Master's,Sales,Sales Manager,13.0,Remote,86070.06
38.0,Male,Bachelor's,Operations,Operations Analyst,5.0,Metro City,47353.88
22.0,Male,Bachelor's,Sales,Sales Manager,2.0,Remote,51409.79
28.0,Male,Bachelor's,Marketing,Marketing Manager,0.0,Metro City,58813.34
21.0,Female,Bachelor's,Operations,Logistics Coordinator,0.0,Metro City,41571.89
23.0,Male,Master's,Finance,Accountant,3.0,Tier-2 City,58432.37
32.0,Male,Bachelor's,Finance,Finance Manager,4.0,Metro City,67530.53
36.0,Male,Bachelor's,IT,IT Support,9.0,Remote,71940.17
35.0,Male,Bachelor's,HR,Recruiter,5.0,Tier-2 City,51760.28
31.0,Male,Bachelor's,HR,HR Manager,2.0,Tier-2 City,45846.25
24.0,Female,Bachelor's,Finance,Financial Analyst,4.0,Tier-2 City,38661.76
46.0,Male,High School,IT,Software Engineer,14.0,Metro City,62019.43
39.0,Female,PhD,Finance,Accountant,4.0,Remote,88083.77
33.0,Male,Master's,Operations,Logistics Coordinator,5.0,Metro City,59587.51
47.0,Female,Bachelor's,IT,DevOps Engineer,7.0,Metro City,72587.33
24.0,Male,Master's,Sales,Sales Executive,0.0,Remote,52791.62
51.0,Female,Master's,Finance,Financial Analyst,17.0,Remote,102812.21
21.0,Female,High School,Marketing,SEO Specialist,0.0,Tier-2 City,25740.36
37.0,Male,Master's,HR,HR Executive,8.0,Tier-2 City,57666.03
36.0,Male,Master's,Operations,Logistics Coordinator,14.0,Tier-2 City,72079.17
28.0,Female,Master's,Finance,Finance Manager,6.0,Metro City,97416.84
39.0,Female,Bachelor's,Marketing,Marketing Manager,14.0,Remote,71012.38
42.0,Male,Master's,Operations,Operations Manager,10.0,Metro City,93729.81
49.0,Female,Bachelor's,IT,Software Engineer,13.0,Remote,78397.78
43.0,Female,Master's,Sales,Account Manager,14.0,Tier-2 City,85760.48
41.0,Female,High School,Finance,Finance Manager,10.0,Remote,50357.47
35.0,Male,Bachelor's,Finance,Financial Analyst,8.0,Tier-2 City,57123.9
52.0,Female,Master's,Sales,Sales Manager,22.0,Tier-2 City,104515.42
31.0,Female,Master's,Marketing,Marketing Executive,3.0,Tier-2 City,57048.29
36.0,Male,PhD,Operations,Logistics Coordinator,13.0,Remote,94403.18
37.0,Male,High School,Sales,Sales Executive,7.0,Metro City,35795.91
27.0,Male,Master's,Marketing,Marketing Manager,3.0,Tier-2 City,65497.46
46.0,Female,PhD,IT,IT Support,13.0,Remote,136898.06
38.0,Male,PhD,HR,Recruiter,6.0,Tier-2 City,69586.55
30.0,Male,High School,Sales,Account Manager,3.0,Metro City,47713.2
41.0,Male,Bachelor's,Marketing,Marketing Executive,8.0,Metro City,63033.25
37.0,Male,PhD,Sales,Account Manager,13.0,Remote,112383.87
34.0,Male,Bachelor's,Operations,Operations Analyst,7.0,Metro City,56268.87
34.0,Female,Bachelor's,Marketing,SEO Specialist,5.0,Metro City,52998.25
30.0,Male,Bachelor's,Operations,Operations Analyst,0.0,Tier-2 City,38007.31
47.0,Male,PhD,HR,HR Manager,15.0,Metro City,119462.55
41.0,Male,Bachelor's,HR,Recruiter,21.0,Tier-2 City,59992.96
36.0,Male,Bachelor's,Marketing,Marketing Manager,15.0,Metro City,90893.63
31.0,Male,Master's,Finance,Accountant,6.0,Metro City,80200.51
41.0,Male,Bachelor's,HR,Recruiter,13.0,Tier-2 City,52053.68
23.0,Male,Master's,HR,HR Executive,1.0,Metro City,60782.47
21.0,Male,Master's,HR,HR Manager,0.0,Tier-2 City,56673.84
36.0,Female,High School,Sales,Sales Executive,14.0,Tier-2 City,41462.12
39.0,Female,Master's,HR,Recruiter,7.0,Tier-2 City,50946.35
43.0,Female,PhD,Marketing,Marketing Executive,5.0,Metro City,89203.85
22.0,Female,Bachelor's,Finance,Financial Analyst,0.0,Tier-2 City,35119.71
21.0,Male,High School,IT,DevOps Engineer,1.0,Tier-2 City,31429.72
46.0,Female,Master's,Marketing,Marketing Manager,13.0,Metro City,108862.29
38.0,Male,Bachelor's,HR,HR Executive,14.0,Tier-2 City,51921.26
44.0,Male,PhD,Finance,Finance Manager,14.0,Metro City,150615.45
21.0,Male,Master's,Marketing,Marketing Manager,1.0,Metro City,69862.12
41.0,Male,Master's,Finance,Finance Manager,8.0,Remote,83076.5
32.0,Male,Bachelor's,Marketing,SEO Specialist,6.0,Metro City,55516.65
37.0,Male,Bachelor's,Operations,Logistics Coordinator,13.0,Metro City,66025.25
32.0,Male,Master's,HR,Recruiter,6.0,Tier-2 City,55552.92
49.0,Female,High School,IT,IT Support,15.0,Tier-2 City,53252.13
26.0,Male,Master's,Marketing,Marketing Manager,6.0,Remote,70753.14
40.0,Female,PhD,HR,HR Executive,10.0,Metro City,100492.74
25.0,Male,High School,Sales,Sales Executive,3.0,Metro City,29654.86
32.0,Male,Bachelor's,Operations,Operations Manager,11.0,Tier-2 City,63349.22
33.0,Male,High School,Finance,Financial Analyst,1.0,Metro City,34999.15
55.0,Male,Bachelor's,IT,Data Analyst,23.0,Metro City,120283.87
21.0,Female,High School,HR,Recruiter,1.0,Metro City,27462.19
34.0,Male,Bachelor's,Marketing,Marketing Executive,12.0,Tier-2 City,57707.82
31.0,Male,Bachelor's,HR,HR Executive,9.0,Metro City,59678.7
24.0,Female,Bachelor's,Finance,Accountant,0.0,Tier-2 City,41044.42
41.0,Female,High School,IT,Data Analyst,11.0,Metro City,52968.45
,Male,Bachelor's,Marketing,Marketing Executive,0.0,Tier-2 City,34025.04
43.0,Female,Bachelor's,IT,DevOps Engineer,22.0,Metro City,114379.55
39.0,Female,PhD,Sales,Sales Manager,11.0,Metro City,115138.02
21.0,Female,Bachelor's,HR,HR Executive,0.0,Tier-2 City,27667.9
21.0,Female,PhD,IT,Data Analyst,1.0,Metro City,106369.15
29.0,Male,Master's,Finance,Finance Manager,9.0,Tier-2 City,91615.67
40.0,Female,Master's,Sales,Sales Manager,12.0,Tier-2 City,83507.2
26.0,Male,Master's,HR,Recruiter,5.0,Tier-2 City,43851.06
32.0,Male,Master's,Sales,Sales Executive,10.0,Tier-2 City,63308.09
31.0,Female,Bachelor's,IT,IT Support,4.0,Metro City,60327.93
39.0,Female,Bachelor's,IT,Software Engineer,12.0,Metro City,91603.33
37.0,Female,Bachelor's,Marketing,Marketing Manager,10.0,Tier-2 City,65426.04
39.0,Female,Bachelor's,HR,HR Executive,15.0,Metro City,66163.1
46.0,Female,Bachelor's,Sales,Sales Executive,11.0,Metro City,58949.88
52.0,Female,Bachelor's,Marketing,Marketing Executive,17.0,Remote,62662.88
23.0,Female,High School,HR,HR Manager,2.0,Remote,32753.46
36.0,Male,Bachelor's,IT,IT Support,8.0,Metro City,73972.67
46.0,Female,High School,IT,DevOps Engineer,18.0,Tier-2 City,52183.77
42.0,Male,High School,Sales,Sales Manager,15.0,Remote,60548.84
24.0,Male,Master's,HR,HR Executive,4.0,Metro City,60003.88
21.0,Male,PhD,HR,HR Manager,1.0,Remote,73203.36
33.0,Female,Bachelor's,IT,DevOps Engineer,5.0,Remote,59890.91
43.0,Male,Bachelor's,Finance,Financial Analyst,15.0,Metro City,85928.72
27.0,Female,Master's,Operations,Operations Analyst,2.0,Metro City,59683.83
25.0,Female,High School,Operations,Operations Manager,5.0,Metro City,38605.46
47.0,Female,Bachelor's,Finance,Accountant,14.0,Remote,71209.24
41.0,Male,Master's,Finance,Accountant,10.0,Tier-2 City,70525.65
40.0,Male,High School,Sales,Sales Executive,8.0,Metro City,38477.32
21.0,Female,Master's,HR,Recruiter,0.0,Metro City,46520.26
30.0,Male,Bachelor's,IT,IT Support,3.0,Remote,50922.55
39.0,Male,Master's,Sales,Sales Executive,14.0,Remote,76368.29
46.0,Female,Bachelor's,Finance,Accountant,14.0,Metro City,86585.0
37.0,Female,Master's,Finance,Finance Manager,7.0,Metro City,98495.54
31.0,Female,PhD,Finance,Financial Analyst,6.0,Tier-2 City,93399.1
26.0,Female,Bachelor's,HR,HR Manager,6.0,Metro City,60743.68
22.0,Male,Master's,Finance,Financial Analyst,0.0,Metro City,70887.41
47.0,Female,Bachelor's,HR,Recruiter,9.0,Tier-2 City,46415.97
40.0,Female,Bachelor's,HR,HR Manager,5.0,Metro City,62857.64
33.0,Female,PhD,Sales,Sales Manager,9.0,Tier-2 City,99713.84
52.0,Male,Bachelor's,Marketing,Marketing Executive,16.0,Metro City,77055.22
21.0,Female,Bachelor's,Operations,Operations Manager,0.0,Metro City,62108.21
30.0,Female,Master's,IT,IT Support,4.0,Tier-2 City,68532.42
34.0,Female,Bachelor's,Finance,Accountant,3.0,Metro City,56594.66
30.0,Female,Master's,Sales,Account Manager,3.0,Metro City,82258.74
32.0,Male,Bachelor's,IT,Software Engineer,4.0,Tier-2 City,54019.26
28.0,Male,Bachelor's,HR,Recruiter,1.0,Metro City,43349.0
26.0,Female,Bachelor's,Sales,Sales Manager,5.0,Remote,57990.6
45.0,Male,High School,Sales,Account Manager,17.0,Tier-2 City,51076.68
31.0,Female,High School,Marketing,Marketing Executive,6.0,Tier-2 City,28092.4
34.0,Male,Bachelor's,Marketing,SEO Specialist,13.0,Metro City,76081.44
35.0,Male,Bachelor's,Finance,Finance Manager,4.0,Metro City,67567.56
27.0,Female,Bachelor's,IT,IT Support,0.0,Tier-2 City,48251.88
26.0,Male,Bachelor's,Operations,Logistics Coordinator,6.0,Tier-2 City,43883.68
31.0,Male,Bachelor's,HR,HR Manager,7.0,Metro City,61219.7
30.0,Female,Bachelor's,Marketing,Marketing Manager,5.0,Metro City,62375.52
30.0,Female,Bachelor's,Sales,Account Manager,2.0,Metro City,60126.03
30.0,Male,High School,HR,HR Executive,10.0,Tier-2 City,25834.14
32.0,Female,Master's,Marketing,SEO Specialist,6.0,Metro City,76542.46
25.0,Female,High School,IT,DevOps Engineer,5.0,Remote,37084.61
21.0,Male,Bachelor's,Sales,Account Manager,1.0,Tier-2 City,52377.86
40.0,Male,Master's,Marketing,Marketing Executive,16.0,Tier-2 City,82965.85
21.0,Male,PhD,HR,HR Manager,1.0,Metro City,80030.69
24.0,Female,Master's,IT,Data Analyst,0.0,Metro City,76070.27
34.0,Male,Master's,IT,DevOps Engineer,6.0,Remote,76728.99
27.0,Male,Bachelor's,Marketing,Marketing Executive,4.0,Tier-2 City,40700.65
41.0,Male,Master's,HR,HR Executive,10.0,Remote,65575.1
25.0,Female,Bachelor's,Operations,Operations Analyst,5.0,Remote,45324.2
23.0,Male,Bachelor's,Sales,Sales Executive,0.0,Tier-2 City,29318.85
45.0,Female,High School,HR,Recruiter,13.0,Tier-2 City,36014.93
39.0,Female,Bachelor's,Sales,Account Manager,9.0,Metro City,79154.99
42.0,Male,PhD,HR,Recruiter,7.0,Tier-2 City,70283.89
33.0,Female,Bachelor's,HR,HR Executive,4.0,Tier-2 City,39383.59
38.0,Male,Bachelor's,Marketing,Marketing Executive,15.0,Metro City,81044.01
32.0,Female,Master's,HR,HR Manager,9.0,Metro City,82676.55
35.0,Female,High School,Sales,Account Manager,4.0,Metro City,45962.07
,Male,Bachelor's,HR,HR Executive,5.0,Tier-2 City,38552.99
26.0,Female,Bachelor's,Sales,Sales Executive,5.0,Remote,40030.81
47.0,Male,PhD,Marketing,Marketing Executive,8.0,Remote,93512.09
28.0,Male,Bachelor's,Marketing,SEO Specialist,2.0,Metro City,52991.13
21.0,Female,High School,HR,HR Executive,1.0,Tier-2 City,19091.01
34.0,Male,Bachelor's,Marketing,SEO Specialist,14.0,Metro City,69275.1
34.0,Male,Bachelor's,Operations,Logistics Coordinator,6.0,Remote,47001.96
27.0,Female,Master's,IT,Software Engineer,0.0,Metro City,70732.41
35.0,Male,Master's,Sales,Account Manager,6.0,Tier-2 City,71306.94
39.0,Male,Master's,Operations,Operations Analyst,14.0,Metro City,86827.4
40.0,Male,Master's,Finance,Financial Analyst,10.0,Metro City,97499.92
21.0,Male,Master's,Marketing,Marketing Executive,0.0,Metro City,53586.69
35.0,Female,Bachelor's,Sales,Account Manager,6.0,Remote,64125.36
43.0,Female,PhD,Operations,Operations Analyst,15.0,Tier-2 City,96849.94
25.0,Female,Bachelor's,Marketing,Marketing Manager,0.0,Metro City,59018.9
45.0,Male,Bachelor's,Operations,Operations Manager,9.0,Metro City,68644.27
24.0,Female,Bachelor's,Finance,Finance Manager,4.0,Tier-2 City,60425.11
27.0,Male,High School,Sales,Sales Manager,0.0,Metro City,34218.78
25.0,Male,Bachelor's,HR,HR Manager,1.0,Tier-2 City,40731.2
37.0,Male,Bachelor's,Sales,Sales Executive,6.0,Remote,49061.66
37.0,Male,Master's,HR,HR Manager,7.0,Remote,71410.47
30.0,Male,Bachelor's,Sales,Sales Executive,0.0,Metro City,43520.73
45.0,Male,Master's,HR,HR Executive,11.0,Remote,65942.87
41.0,Female,High School,HR,HR Manager,9.0,Metro City,48909.81
49.0,Female,Bachelor's,Finance,Financial Analyst,14.0,Remote,60235.88
32.0,Female,High School,IT,Data Analyst,11.0,Tier-2 City,50594.48
30.0,Female,PhD,Sales,Sales Manager,3.0,Tier-2 City,83165.67
33.0,Female,High School,Operations,Logistics Coordinator,9.0,Metro City,36977.92
34.0,Female,PhD,IT,IT Support,1.0,Tier-2 City,92361.86
48.0,Male,High School,HR,HR Executive,16.0,Remote,37645.94
34.0,Male,Bachelor's,Finance,Finance Manager,8.0,Remote,69104.37
39.0,Male,Bachelor's,Sales,Sales Executive,6.0,Metro City,58938.58
33.0,Male,PhD,Finance,Accountant,10.0,Remote,107088.29
32.0,Male,Master's,HR,Recruiter,3.0,Metro City,61177.81
32.0,Male,Bachelor's,Marketing,SEO Specialist,9.0,Tier-2 City,52797.05
52.0,Male,Master's,Finance,Finance Manager,14.0,Metro City,117777.04
36.0,Female,Bachelor's,IT,Software Engineer,4.0,Tier-2 City,59486.63
28.0,Male,Bachelor's,Marketing,SEO Specialist,7.0,Tier-2 City,50859.01
27.0,Female,High School,Sales,Account Manager,5.0,Tier-2 City,40860.48
36.0,Female,Master's,IT,DevOps Engineer,12.0,Tier-2 City,96414.61
38.0,Female,High School,Marketing,Marketing Executive,10.0,Remote,37255.34
38.0,Female,Master's,Sales,Account Manager,13.0,Tier-2 City,79763.81
31.0,Female,Master's,Operations,Logistics Coordinator,11.0,Tier-2 City,65417.27
29.0,Female,Bachelor's,Sales,Sales Manager,8.0,Metro City,75490.34
30.0,Male,Bachelor's,Operations,Logistics Coordinator,0.0,Metro City,40269.2
42.0,Female,Bachelor's,Finance,Accountant,13.0,Metro City,84391.15
37.0,Female,PhD,Operations,Operations Analyst,9.0,Tier-2 City,80529.41
49.0,Female,Master's,Finance,Financial Analyst,17.0,Metro City,119797.63
36.0,Male,High School,IT,IT Support,11.0,Remote,43205.95
47.0,Male,High School,HR,HR Executive,15.0,Remote,46809.06
41.0,Male,Master's,Sales,Sales Manager,6.0,Metro City,84046.05
21.0,Male,High School,Finance,Financial Analyst,0.0,Tier-2 City,32063.78
39.0,Female,Master's,Sales,Sales Executive,5.0,Remote,67427.96
39.0,Male,Bachelor's,HR,HR Manager,13.0,Tier-2 City,67651.82
46.0,Male,Master's,IT,DevOps Engineer,10.0,Metro City,107640.98
32.0,Female,Bachelor's,HR,HR Manager,10.0,Metro City,68892.71
55.0,Male,Master's,Finance,Financial Analyst,19.0,Metro City,129061.86
46.0,Male,PhD,Operations,Operations Analyst,12.0,Remote,92278.27
38.0,Female,PhD,Operations,Operations Manager,11.0,Tier-2 City,95855.35
36.0,Male,Bachelor's,Sales,Account Manager,6.0,Metro City,69441.72
43.0,Female,Bachelor's,Finance,Finance Manager,11.0,Metro City,86455.37
34.0,Female,Bachelor's,Operations,Operations Manager,10.0,Metro City,71583.49
28.0,Female,Bachelor's,Sales,Sales Executive,8.0,Metro City,57395.96
35.0,Male,Master's,HR,Recruiter,10.0,Remote,63177.57
31.0,Male,Bachelor's,Sales,Sales Executive,7.0,Metro City,54372.41
21.0,Male,Bachelor's,Finance,Accountant,1.0,Tier-2 City,43348.91
30.0,Male,Master's,IT,IT Support,10.0,Metro City,104276.24
40.0,Female,Bachelor's,Operations,Operations Manager,14.0,Metro City,75081.71
21.0,Male,Bachelor's,Operations,Logistics Coordinator,0.0,Metro City,42371.84
30.0,Female,Bachelor's,Operations,Operations Analyst,5.0,Tier-2 City,32945.27
39.0,Female,Bachelor's,Sales,Sales Manager,12.0,Remote,71265.66
38.0,Male,Bachelor's,Operations,Logistics Coordinator,10.0,Metro City,63950.48
24.0,Male,Bachelor's,Operations,Operations Manager,2.0,Tier-2 City,53798.21
31.0,Male,PhD,Sales,Sales Executive,7.0,Tier-2 City,73541.35
28.0,Female,PhD,Marketing,Marketing Executive,8.0,Metro City,102450.43
33.0,Male,Master's,Operations,Operations Manager,8.0,Tier-2 City,73836.12
27.0,Female,Master's,Finance,Financial Analyst,7.0,Metro City,83485.63
40.0,Female,Master's,Sales,Sales Executive,10.0,Metro City,79595.84
23.0,Male,Master's,Marketing,Marketing Executive,3.0,Tier-2 City,51797.81
27.0,Male,Master's,Sales,Account Manager,5.0,Tier-2 City,75690.9
46.0,Male,Master's,Sales,Sales Executive,16.0,Remote,79426.76
37.0,Male,Bachelor's,Marketing,Marketing Manager,8.0,Tier-2 City,70419.43
25.0,Female,Master's,IT,IT Support,5.0,Metro City,87585.77
35.0,Male,High School,Sales,Sales Manager,15.0,Remote,54949.44
39.0,Male,Master's,Marketing,Marketing Manager,5.0,Tier-2 City,71153.81
37.0,Male,High School,Sales,Sales Manager,4.0,Remote,46164.29
32.0,Female,Master's,HR,HR Manager,6.0,Metro City,79493.9
44.0,Male,Bachelor's,Sales,Sales Manager,11.0,Tier-2 City,63712.87
55.0,Female,Bachelor's,Operations,Operations Analyst,24.0,Metro City,93313.56
40.0,Male,Master's,IT,DevOps Engineer,10.0,Remote,94769.45
30.0,Female,Bachelor's,Sales,Sales Executive,10.0,Remote,54730.78
45.0,Male,PhD,Operations,Operations Analyst,15.0,Metro City,125235.03
42.0,Female,Master's,Sales,Account Manager,10.0,Metro City,103420.62
21.0,Male,PhD,IT,DevOps Engineer,0.0,Tier-2 City,75205.4
48.0,Male,Master's,IT,Software Engineer,14.0,Metro City,128745.42
36.0,Male,Bachelor's,Marketing,Marketing Manager,7.0,Remote,66385.97
48.0,Female,Master's,Finance,Accountant,3.0,Metro City,80214.37
34.0,Female,PhD,HR,HR Manager,8.0,Tier-2 City,88770.82
37.0,Male,PhD,HR,HR Executive,16.0,Metro City,119355.43
44.0,Male,Master's,Sales,Account Manager,9.0,Metro City,91530.75
39.0,Female,Bachelor's,Marketing,Marketing Executive,5.0,Metro City,59474.03
43.0,Female,Bachelor's,Sales,Sales Executive,13.0,Metro City,57673.98
21.0,Male,Bachelor's,Finance,Financial Analyst,0.0,Metro City,45285.49
26.0,Male,High School,IT,Software Engineer,6.0,Remote,40177.28
52.0,Male,Bachelor's,Finance,Accountant,15.0,Tier-2 City,70912.63
37.0,Female,Master's,Marketing,Marketing Manager,14.0,Tier-2 City,95767.1
32.0,Male,Bachelor's,HR,HR Executive,9.0,Tier-2 City,43094.67
40.0,Male,Master's,IT,DevOps Engineer,19.0,Remote,119554.23
40.0,Male,Master's,Sales,Account Manager,4.0,Metro City,77537.61
50.0,Male,Bachelor's,IT,DevOps Engineer,15.0,Tier-2 City,76523.42
39.0,Male,PhD,Operations,Operations Analyst,15.0,Remote,100851.61
22.0,Male,Bachelor's,Finance,Finance Manager,0.0,Metro City,64660.64
39.0,Male,Bachelor's,HR,HR Manager,,Metro City,54623.13
36.0,Male,Bachelor's,Finance,Financial Analyst,8.0,Metro City,68243.75
42.0,Male,Bachelor's,Operations,Operations Analyst,14.0,Metro City,70286.78
21.0,Female,Master's,Marketing,Marketing Executive,0.0,Metro City,57358.77
35.0,Female,PhD,Marketing,SEO Specialist,15.0,Tier-2 City,97868.1
35.0,Female,Bachelor's,Operations,Operations Analyst,7.0,Tier-2 City,41989.43
21.0,Male,PhD,Operations,Operations Analyst,1.0,Tier-2 City,53442.68
28.0,Male,PhD,Marketing,Marketing Manager,8.0,Metro City,116412.95
29.0,Female,Master's,Marketing,SEO Specialist,9.0,Remote,65071.41
48.0,Male,Master's,HR,HR Executive,20.0,Tier-2 City,79069.14
30.0,Female,Master's,Operations,Operations Manager,8.0,Remote,77802.78
38.0,Male,High School,Operations,Logistics Coordinator,7.0,Tier-2 City,23727.36
45.0,Male,Bachelor's,IT,Software Engineer,14.0,Remote,76691.31
39.0,Male,Master's,Finance,Accountant,6.0,Tier-2 City,69681.75
34.0,Female,Bachelor's,Finance,Accountant,1.0,Metro City,50754.88
27.0,Female,Bachelor's,IT,DevOps Engineer,7.0,Tier-2 City,61095.39
26.0,Female,Bachelor's,Marketing,SEO Specialist,5.0,Metro City,54714.91
36.0,Female,Bachelor's,HR,HR Executive,8.0,Tier-2 City,52552.9
36.0,Female,Bachelor's,IT,Software Engineer,11.0,Metro City,85871.58
35.0,Male,Master's,Sales,Sales Executive,10.0,Tier-2 City,72979.93
32.0,Female,Bachelor's,HR,HR Manager,12.0,Tier-2 City,65626.36
33.0,Male,High School,Marketing,Marketing Executive,5.0,Metro City,34220.17
40.0,Female,Bachelor's,IT,Software Engineer,13.0,Metro City,90037.57
35.0,Female,Bachelor's,Sales,Sales Manager,5.0,Metro City,63413.61
49.0,Male,Bachelor's,Operations,Operations Manager,11.0,Metro City,75784.41
37.0,Female,Bachelor's,Operations,Operations Manager,11.0,Metro City,70793.7
32.0,Male,Bachelor's,Operations,Logistics Coordinator,12.0,Remote,50686.93
31.0,Female,Bachelor's,Finance,Financial Analyst,1.0,Metro City,53072.35
41.0,Female,High School,Operations,Operations Analyst,14.0,Remote,41169.42
37.0,Male,Bachelor's,Finance,Accountant,7.0,Tier-2 City,54683.6
29.0,Female,Bachelor's,IT,DevOps Engineer,1.0,Tier-2 City,52924.58
34.0,Female,Bachelor's,HR,HR Manager,12.0,Remote,68652.47
32.0,Male,PhD,HR,HR Executive,7.0,Tier-2 City,71880.35
29.0,Female,PhD,Operations,Operations Analyst,5.0,Metro City,79918.67
39.0,Female,Bachelor's,Operations,Operations Analyst,10.0,Metro City,61415.98
25.0,Female,Bachelor's,HR,HR Executive,1.0,Remote,38810.69
47.0,Female,PhD,Sales,Account Manager,14.0,Metro City,130412.16
35.0,Male,Bachelor's,IT,Software Engineer,8.0,Tier-2 City,70054.32
38.0,Male,Bachelor's,Marketing,Marketing Manager,0.0,Tier-2 City,54686.86
30.0,Female,Master's,Operations,Operations Manager,0.0,Tier-2 City,59319.11
23.0,Male,Bachelor's,IT,IT Support,0.0,Tier-2 City,46920.77
43.0,Female,High School,Sales,Account Manager,22.0,Metro City,74193.07
